8810,FRONTERA,Otro
10605,Política TDT,Otro
2648,Municipio de Tulum,Otro
5765,Contratos,Otro
2299,Municipio de Tianguistengo,Otro
2084,Telecom Altura,Otro
1693,Estados Unidos Mexicanos,Otro
7781,Presupuesto,Otro
8948,Municipio,Otro
10709,Unidad,Otro
8636,C. Díaz,Otro
2293,Unidad de Asuntos Jurídicos,Otro
1765,Corredor Público,Otro
10330,CONSIDERANDO PRIMERO,Otro
2106,Antecedente Segundo,Otro
1458,Comisión Federal de Competencia Económica,Organización
2131,Reglamento de la Ley Federal de Competencia Económica,Ley
7388,Cable TV Internacional Sadecv,Organización
8085,Capacidad Administrativa,Otro
2220,Modelo de Costeo Estándar,Otro
3941,Tepic,Otro
7980,Patuán,Otro
1902,Modelos de Costos,Otro
1482,Adriana Sofía Labardini Inzunza,Otro
1634,VHF y UHF,Organización
1492,Moralillo y Tamos,Organización
7309,Resolutivo PRIMERO de la Resolución El,Otro
1460,Ley Competencia,Ley
9146,La Venta,Otro
7240,Información Pública,Otro
2346,Municipio de Parras,Otro
1916,REGLA QUINTA TRANSITORIA,Otro
7344,San Ángel y GTV,Organización
3942,Nayarit,Otro
2201,Lineamientos para la Acreditación,Otro
1895,Reglas Quinta y Sexta de las RdSL,Organización
3325,C. Erick James Steinmann,Otro
2326,Municipio de Frontera,Otro
7523,Antecedente,Otro
2135,Insurgentes Sur,Otro
4679,Ley Federal de el Procedimiento Administrativo,Ley
1946,Compartición de Infraestructura,Otro
1507,Diario Oficial de la Federación los Lineamientos,Otro
7701,Coordinación General de Política de el Usuario,Organización
10273,AT & T DE EL GOLFO,Otro
2710,Salitre Palmarillos,Otro
10213,Descripción de el Proyecto,Otro
1928,Plan Técnico Fundamental de Señalización,Otro
8947,Ciénegas de Carranza,Otro
1595,Concesión,Otro
10397,Segunda,Otro
1452,Ley Federal de Derechos,Ley
1675,Análisis de Impacto Regulatorio,Otro
8880,C. René Robles Sánchez,Otro
4761,Usuarios Fijos,Otro
6037,Aguascalientes,Otro
2047,Opinión de la UMCA,Otro
6593,Telecable de Tierra Caliente Sadecv,Organización
4603,CTI,Otro
1590,Segunda Cesión de Derechos,Organización
2028,Guanajuato,Otro
4139,Convenio,Otro
4404,CTl,Otro
7674,Usuarios,Otro
3245,C. Grajales Palacios,Otro
6850,Sanctorum,Otro
2015,Municipio de Huayacocotla,Otro
4982,Reglamento,Otro
4130,Decimosexta de el Convenio Axtel-Telnor,Otro
7469,Colombia,Otro
11185,Competencia,Otro
5454,Palau,Otro
7250,Lic,Otro
4038,Lo,Otro
7537,Anteproyecto,Otro
9697,Telefonía Internet y TV Sadecv Decreto de Reforma Constitucional,Organización
10701,Opinión UMCA Por,Otro
8088,Tlaquepaque,Otro
9223,Sala de el Tribunal Federal Justicia Fiscal y Administrativa,Organización
11145,Acuerdo de el Pleno de el Instituto Federal de Telecomunicaciones,Organización
2568,Pautas de Accesibilidad de Contenido de Internet,Otro
1456,Código Fiscal de la Federación,Ley
3482,Relación,Otro
10024,Refrendo,Otro
2726,Municipio de Zacualpan,Otro
2571,Ruta Accesible,Otro
7540,Dicho Análisis de Impacto Regulatorio,Otro
1567,Comisión Nacional de Libros de Texto Gratuito,Organización
11240,Pleno de el Instituto Federal de Telecomunicaciones,Organización
7451,Requirements,Otro
10715,UTEG,Otro
10159,Comisionado Presidente de el Instituto,Organización
2378,Municipio de Unión Juárez,Otro
2545,Concesionarios y Autorizados,Organización
2514,América Latina,Otro
2590,Accesibilidad y Diseño Universal,Organización
2399,Resolutivos Segundo,Otro
7574,Procuraduría Federal de el Consumidor,Organización
2574,Sistemas de Atención,Otro
2712,Cuadrilla de López y Amadores,Organización
8084,Comercio,Otro
11171,Sadecv,Organización
1930,Comisión y Axtel,Organización
8677,Municipio de San Francisco de el Mar,Otro
2250,José Pérez Ramírez,Otro
5971,Comunicación Segura Sadecv Decreto de Reforma Constitucional,Organización
10464,AT & T de el Occidente Srldecv,Organización
11065,ANTECEDENTES Decreto de Reforma Constitucional,Otro
2783,Municipio de Nuevo Urecho,Otro
1709,Solicitud de Concesión,Otro
2491,Unión Internacional de Telecomunicaciones,Organización
1537,Administración Pública Federal para el Ejercicio Fiscal,Otro
7748,Presidente de el IFT,Otro
1587,Primera Cesión de Derechos,Organización
10679,Política para la Transición,Otro
11225,Lineamientos,Otro
7465,Elderly Customer,Otro
2736,OSCAR REYES ROSAS,Otro
3916,Lucia Pérez Medina Vda. de Mondragón XHKG,Otro
1583,Ley Federal de Radio y Televisión,Ley
2734,San Diego de la Unión,Otro
7543,Establecer,Otro
4149,Cláusula Decimosexta de el Convenio Axtel-Telmex,Otro
2735,Municipio de San Diego de la Unión,Otro
2659,Procuraduría Federal de Consumidor,Organización
9311,XHDGM-FM,Otro
10299,Operadores,Otro
9944,Comunicación de el Sureste Sadecv,Organización
10590,Autorización de Transición,Otro
9110,Dictamen De,Otro
9937,Teleimagen de el Noroeste Sadecv,Organización
10755,MEDIA,Otro
11061,Sesión,Otro
2463,Personas Relacionada,Otro
1894,Centrales de Conmutación,Otro
9024,Konecta,Otro
1688,Ejecutivo Federal,Otro
7368,Figuras,Otro
11204,El Folio Electrónico,Otro
10872,Opinión de la Unidad de Competencia Económica,Organización
2456,Ley de Amparo,Ley
5829,Ocozocoautla,Otro
2715,José Félix Gallegos Hernández y Félix Eduardo López Rodríguez,Organización
2190,Impuestas por el Instituto,Organización
7795,Órgano Interno de Control de el IFT,Otro
9411,C. Moisés Carpio Alarcón,Otro
7565,Autorizado,Otro
7423,JUSTIFICACIÓN DE SU EMISIÓN,Otro
4607,Y,Otro
10806,Interesados,Otro
7693,CAPÍTULO NOVENO CUMPLIMIENTO Artículo,Otro
5334,ANTECEDENTES Otorgamiento de las Concesiones,Otro
10990,Estado,Otro
1536,Secretaría de Hacienda y Crédito Público,Organización
1719,Estado de Yucatán,Otro
9692,Servicio de Transporte de Señales de el Servicio Local,Otro
2707,Estado de México,Otro
1461,Distrito Federal,Otro
4303,Central B. Lo,Otro
1707,Municipio de Motul y Mocochá,Organización
7452,Features,Otro
9956,TV de Culiacán Sadecv,Organización
10016,Unidades de Espectro Radioeléctrico,Otro
1641,Considerando Segundo,Otro
10306,Acuerdo de el Sistema,Otro
4642,Interconexión,Otro
9503,Ciber Cable Sadecv,Organización
1948,Concesionario Solicitado,Otro
2698,Municipio de Poza Rica de Hidalgo,Otro
8839,EN EL ESTADO DE COAHUILA,Otro
7976,Taretan,Otro
10359,Grupo AT & T y AT & T Une Mex,Organización
1965,República Mexicana,Otro
9919,AMBAS DE USO COMERCIAL,Otro
7249,Cargo de el Servidor Público,Otro
11125,Comalcalco y Paraíso,Organización
2692,Municipio de Miahuatlán,Otro
2684,Estado de Colima,Otro
1594,Comisión Federal de Telecomunicaciones,Organización
8799,C. Jesús Nataren Ovando,Otro
11072,Opinión Técnica de la Secretaría,Organización
5001,Estado A,Otro
6763,Solicitud En caso de,Otro
1677,Consulta Pública,Otro
4860,Plan Técnico Fundamental de Interconexión,Otro
10395,Sexta,Otro
7499,INEGI,Otro
2761,Concesión el Anexo B,Otro
3347,Multicom,Otro
1788,Pleno de la Comisión,Otro
2397,Resolutivo Octavo de la Resolución,Otro
8826,MUNICIPIO DE NAVA,Otro
2215,Unidad de Política Regulatoria,Otro
11139,Sección Primera de el Capítulo VIII de el Título I,Organización
7351,San Ángel,Otro
1542,Lineamientos de Austeridad y Ajuste Presupuestario,Organización
10634,Dictamen de la Dirección General de Concesiones de Radiodifusión,Organización
1428,Instituto Federal de Telecomunicaciones,Organización
7720,Que la Cámara de Diputados de el H. Congreso de la Unión,Otro
3155,Jaltenango de La Paz,Otro
1730,Coordinación General de Servicios de Telecomunicaciones,Organización
7744,Comisionado Presidente de el IFT,Otro
10801,LFTR,Otro
10765,DIARIO OFICIAL,Otro
4315,Permite,Otro
8098,Jalisco,Otro
1777,Axtel,Otro
5528,Acatlán,Otro
8089,Magdalena,Otro
2777,Emiliano Zapata y Tomendán,Organización
2263,Pleno de la COFETEL,Otro
10689,Tasa,Otro
10370,Aunado,Otro
9589,SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,Otro
2195,Ley de Ingresos de la Federación para el Ejercicio Fiscal,Ley
7464,Disabled,Otro
7610,CAPÍTULO CUARTO EQUIPOS TERMINALES Artículo,Otro
3979,TELÉFONOS DE MÉXICO,Otro
5143,JAVIER MORENO LÓPEZ,Otro
2705,Municipio de Amatepec y Bejucos,Organización
7475,Protección Integral de Personas,Organización
2474,Estado de Quintana Roo,Otro
2356,Solicitud de Cesión Parcial de Derechos,Organización
10844,Comité,Otro
1873,Regla Quinta Transitoria de las RdSL,Otro
10009,SCJN,Otro
8563,Tulúm,Otro
7247,Información Pública Gubernamental,Otro
2737,Concesión de Red,Otro
2322,Solicitudes de Prórroga,Otro
11030,Dependencia,Otro
7364,Respecto a el Consejo de Administración de TVI,Otro
2360,Análisis de la Solicitud de Cesión Parcial de Derechos,Organización
2079,Yaratzet Funes López,Otro
8950,Nava,Otro
11170,Secretaría de Comunicaciones Y Transportes,Organización
8833,RAMOS ARIZPE,Otro
4635,Tránsito,Otro
2753,San Miguel de Allende,Otro
1779,Oficio de Alegatos,Otro
1538,Ley de Ingresos,Ley
8961,Econo Cable Sadecv,Organización
11200,En caso de,Otro
4754,Especificaciones,Otro
7751,Unidades y Coordinaciones Generales,Organización
5346,Antecedente I,Otro
9846,Telefonía Internet y TV Sadecv,Organización
1680,Concesionarios de Televisión Restringida,Otro
4653,Telnor,Otro
2103,Consejo de Administración de CVQ,Otro
8812,CASTAÑOS,Otro
7459,General Conditions,Otro
8536,Antecedente V,Otro
7023,C. Óscar Reyes Rosas,Otro
2724,Municipio de Temoac,Otro
8356,C. Margarita Guadalupe Borboa García,Otro
7297,TVI,Otro
4970,XHSD-TV,Otro
7330,Operación,Otro
7390,Telecom de Altura Sadecv,Organización
8552,Negar,Otro
2344,Municipio de Arteaga,Otro
9586,DIGICABLE,Otro
10300,Registro Público de Concesiones de el Instituto,Organización
5422,Orgtec,Otro
7471,Ministerio de Tecnologías de la Información,Otro
11073,Radiodifusión de la Secretaría,Otro
4869,Primer Tribunal Colegiado,Otro
9050,Konecta de México Srldecv,Organización
1912,Regla Sexta,Otro
9690,Tele Cable Centro Occidente Sadecv,Organización
2826,Sociedad Anónima Bursátil de Capital Variable,Otro
2082,CVQ,Otro
4157,Decimosexta de el Convenio Axtel-Telmex,Otro
11122,Villahermosa,Otro
3788,Nay,Otro
9927,COFETEL,Otro
5271,Centro SCT de el Estado de Quintana Roo,Otro
7754,AJUSTE EN REDUCCIÓN A EL PRESUPUESTO Derivado,Otro
8580,Cablemás Telecomunicaciones Sadecv SÉPTIMO,Organización
2370,Villa de Reyes,Otro
4201,Reglamento Interno de la Comisión,Otro
7589,PROFECO,Otro
2086,Instituto,Organización
9212,Juzgado Primero de Distrito,Otro
2621,San Francisco Ixhuatán,Otro
2337,Municipio de Piedras Negras,Otro
10381,Modelo de Costos de el Servicio de Interconexión,Otro
7539,Internet de el Instituto,Organización
9018,Tijuana,Otro
8676,San Francisco de el Mar,Otro
10262,Altata Telecomunicaciones de México Sapidecv QUINTO,Organización
2461,Municipio de Centro,Otro
5961,Anexo A de la Concesión de Red,Otro
1735,Benito Juárez,Otro
10731,SDTV TASA DE TRANSFERENCIA,Otro
1903,Tarifas de Interconexión,Otro
2241,Análisis de las Solicitudes de Prórroga,Otro
10323,Red Local Fija de Total Play,Otro
1896,Reglas Décima y Décima Quinta de las RdSL,Organización
2198,Considerando Octavo,Otro
2332,Ciudad Melchor Múzquiz,Otro
2053,Concesionario de Radiodifusión,Otro
8953,Zaragoza,Otro
10803,Nación,Otro
2789,San Vicente,Otro
9301,Juez Segundo de Distrito,Otro
7444,UIT,Otro
4010,Alegatos,Otro
10725,UMCA,Otro
2183,Acción de Inconstitucionalidad,Otro
9597,Smart Cable Sadecv,Organización
10413,Total Play Telecomunicaciones Sadecv y AT & T Opco Une Mex Srldecv,Organización
9995,Vigésimo Transitorio,Otro
10465,AT & T Sureste Srldecv,Organización
5958,ANTECEDENTES Otorgamiento de la Concesión de Red,Otro
1832,Unidad de Prospectiva y Regulación,Organización
2202,Decreto Constitucional,Otro
9766,Atapaneo,Otro
9148,Tenosique,Otro
8816,CIÉNEGAS DE CARRANZA,Otro
5053,Telesistemas de Coahuila Sadecv una Concesión,Organización
4182,Direcciones Generales de Regulación,Otro
4776,S. A de C.V. E,Otro
5599,José Luis Oliva Cano y C. Sandra Mirea Meraz Ponce,Organización
2543,Título Noveno,Otro
11018,Solicitante,Otro
10147,Saltillo,Otro
3981,SADECV ANTECEDENTES I. Concesiones de Axtel Sabdecv El,Organización
9215,Tercer Tribunal Colegiado,Otro
5023,Gobierno,Otro
8475,CONCESIONES PARA INSTALAR,Otro
9209,Dirección General de Sistemas de Radio y Televisión de la Secretaría de Comunicaciones Y Transportes,Organización
10684,Artículo,Otro
4889,SCT,Otro
1475,Registro Público de Concesiones,Otro
10319,Folio de el SESI Expediente,Otro
5054,XHSDD-TV,Otro
2720,Chalcatzingo y Amayuca,Organización
6600,Bestphone Sadecv,Organización
6146,Tanyá,Otro
10409,Grupo AT & T y AT & T Opco Une Mex,Organización
1699,Adolfo Cuevas Teja,Otro
2490,Organización Mundial,Otro
4820,Tribunales Colegiados,Otro
7303,LFCE,Otro
3983,Telefonía Inalámbrica de el Norte,Organización
2362,Estado de Jalisco,Otro
10383,Argumentos,Otro
1425,Diario Oficial de la Federación,Otro
6724,C. Leonardo Julián López Sainz Puga,Otro
4417,Usc,Otro
4133,AXTEL,Otro
8495,Otorgamiento de Concesión Única,Otro
9809,Telefonía Fija,Otro
4484,Congruente,Otro
2289,Sesión Ordinaria XVII,Otro
2338,Municipio de Nava,Otro
9763,Acta de Verificación,Otro
2182,Marco Legal,Otro
3346,Telnor y Grupo Televisa,Organización
9957,Televisión de el Pacífico Sadecv,Organización
7729,Titulares de las Unidades Administrativas,Otro
10129,Cadena,Otro
8477,OTORGADA POR EL INSTITUTO FEDERAL DE TELECOMUNICACIONES EL,Organización
5962,Otorgamiento de las Concesiones de Bandas,Otro
6370,Cablecom,Otro
2817,Primera Sala de la Suprema Corte de Justicia de la Nación,Otro
10949,Y OTORGA UN TÍTULO DE CONCESIÓN ÚNICA PARA USO COMERCIAL,Otro
10407,LFTyR,Otro
10364,Competencia Económica de la Política Pública,Otro
8561,Servicios,Otro
7484,Uruguay,Otro
1666,Reforman y Adicionan Diversas Disposiciones de los Artículos,Organización
1917,Regla Transitoria,Otro
10585,GUANAJUATO,Otro
1811,Registro de Telecomunicaciones de la Comisión,Otro
6774,C. Juan Carlos Salamanca Uranga,Otro
11184,CONSIDERANDO Primero,Otro
4727,Áreas de el Servicio Local,Otro
5868,C. María de el Rosario Manuel Pineda,Otro
2372,Estado de San Luis Potosí,Otro
1782,Alegatos de Axtel,Otro
11120,C. Alfonso Urruela Ochoa,Otro
9495,Cerro de el Campo,Otro
9948,Corporación Tapatía de Televisión Sadecv,Organización
7690,Personas,Otro
2308,Poderes de la Unión,Otro
1764,Monterey Nuevo León,Otro
10386,Consideraciones de el Instituto Para,Organización
1557,Coordinación Ejecutiva,Otro
8854,Francisco,Otro
7750,Centro de Estudios,Otro
5386,Concentración,Otro
2148,Refrendo de la Concesión,Otro
2423,Solicitudes de Resolución,Otro
2083,TV Altura,Otro
3476,TERRITORIO NACIONAL,Otro
3422,Coordinación,Otro
8808,ÚNICAMENTE POR LO QUE RESPECTA A LAS LOCALIDADES DE MONCLOVA,Otro
10824,Rúbrica,Otro
10814,Costo,Otro
6805,C. Carlos Barrios Pérez,Otro
6846,Primera Ampliación de Cobertura,Otro
10998,Comisión,Otro
2481,Anteproyecto de Lineamientos,Otro
2615,Estado de Oaxaca,Otro
1586,XHSDD-TV de Sabinas,Otro
9133,Sistema de Cable Hkan Sadecv QUINTO,Organización
8828,MUNICIPIO DE ALLENDE,Otro
8551,Estado de Baja California Televisión,Otro
2708,San Pedro Limón,Otro
10148,Coahuila,Otro
1510,Registro Federal de Contribuyentes,Otro
4581,Concesionario de una RPT,Otro
5416,RigNet de México Srldecv,Organización
4861,Interoperabilidad,Otro
7433,Clasificación Internacional de el Funcionamiento de la Discapacidad,Organización
2716,Entidad Federativa,Otro
4140,Decimosexta,Otro
4867,Juzgado Decimosegundo de Distrito,Otro
11168,OPERAR Y EXPLOTAR UNA RED PÚBLICA DE TELECOMUNICACIONES,Organización
7982,Tipítaro,Otro
2142,San Pedro Buenavista,Otro
5325,Telecable Bacalar Sadecv,Organización
2420,Sistema Electrónico de Solicitudes de Interconexión,Otro
1660,Resolutivo Séptimo,Otro
10732,Mbps ESTÁNDAR DE COMPRESIÓN,Otro
10694,SDTV,Otro
11202,IFT-Transición,Otro
9590,EL SEÑOR MARCOS LÓPEZ ZAMORA,Otro
9153,Venta,Otro
9155,Tenosique y XHSTA-TV,Organización
10675,Identidad,Otro
11209,Ley,Ley
10615,Unidad de Medios y Contenidos Audiovisuales de el Instituto,Organización
1778,Telnor y Axte,Organización
4757,Funcionalidad,Otro
7727,DISPOSICIONES GENERALES ÁMBITO ADMINISTRATIVO DE APLICACIÓN,Otro
2697,Poza Rica de Hidalgo,Otro
2792,Nueva Red,Otro
8831,ZARAGOZA,Otro
1434,Estatuto Orgánico,Ley
2328,San Buenaventura,Otro
2678,Coahuayana de Hidalgo,Otro
8469,Servicios de Cable y Telecomunicaciones Sadecv,Organización
1727,Ampliación de Cobertura,Otro
9251,Director General de Defensa Jurídica,Otro
5840,Chiapas,Otro
7353,Aceptación de Condiciones de las Partes La,Organización
9556,Municipios,Otro
7462,Mobile Industry Good Practice Guide,Otro
2144,Estado de Chiapas,Otro
10845,Que,Otro
7722,Que el Gobierno Federal,Otro
6533,TELECABLE DE TIERRA CALIENTE SADECV,Organización
11126,Tabasco,Otro
3379,Lumenet Comunicaciones Srldecv QUINTO,Organización
7458,Reino Unido,Otro
1700,Mario Germán Fromow Rangel,Otro
2371,Municipio de Villa de Reyes,Otro
9768,Telefonía Internet y TV Sadecv Cuenta,Organización
10747,Dirección Ejecutiva de Prerrogativas y Partidos Políticos de el Instituto Nacional Electoral,Organización
1713,Acuerdo de Pago de Aprovechamientos,Otro
10167,Corte,Otro
11064,TÍTULO DE CONCESIÓN ÚNICA PARA USO COMERCIAL,Otro
10773,DOF,Otro
7345,RESERVADO POR LEY para TVI,Ley
2277,Decreto de Reformas,Otro
9414,C. Cuauhtémoc Unda Argüelles,Otro
7246,Ley General de Transparencia y Acceso,Ley
7450,Australia,Otro
1957,Convenio de Interconexión,Otro
10207,Interesado,Otro
11096,La,Otro
10667,Si,Otro
8576,Cablemás Telecomunicaciones Sadecv QUINTO,Organización
11076,Acuerdo de Pleno,Otro
2256,Quintana Roo,Otro
7902,Ziracuaretiro,Otro
2562,Diseño Universal,Otro
7770,DGARMSG,Otro
4779,F,Otro
7746,Unidad de Administración de el IFT,Otro
10821,Anexo Único,Otro
1726,Higinio Santiago Lastiri Quirós,Otro
2503,Standard Telephone Service,Otro
2584,Concesionario y Autorizado,Organización
2366,Melchor Múzquiz,Otro
11128,Televisión por Cable de Tabasco Sadecv Por lo tanto,Organización
10799,Federación,Otro
9017,Mexicali,Otro
1575,Municipio de Hecelchakan,Otro
2455,Distrito Federal y Jurisdicción,Organización
8856,Matamoros,Otro
7718,Presupuestaria de el Instituto Federal de Telecomunicaciones y CONSIDERANDO Que el Instituto Federal de Telecomunicaciones,Organización
6849,TV de Calpulalpan Sadecv Segunda Ampliación de Cobertura,Organización
2728,Acuerdo de Redes Públicas,Otro
2725,Zacualpan de Amilpas y Tlacotepec,Organización
2319,Estado de Chihuahua,Otro
6823,Anexo I,Otro
6760,Adicionalmente,Otro
11175,Anexo B,Otro
1496,Anexo A,Otro
4004,Telmex y Avantel Srldecv,Organización
2298,Soyatla y Pemuxco,Organización
7855,Jantetelco,Otro
1905,National Economic Research Associates,Otro
7794,Portal de Obligaciones de Transparencia de el Instituto,Organización
9746,Industria de el Instituto,Organización
2092,Escrito de Aceptación de Condiciones,Otro
1791,LFT Axtel,Otro
2223,Dirección General de Regulación Técnica,Organización
7167,TELECABLE DE COAHUAYANA,Otro
8923,Administrador General Único,Otro
9143,TELEVISIÓN TABASQUEÑA,Otro
11157,Visión de el Sureste Sadecv,Organización
5290,C. Victoria Noemí Canto Chacón,Otro
1763,Convenio Axtel-Telnor,Otro
1827,Código Federal de Procedimientos Civiles,Ley
1845,Redes Públicas de Telecomunicaciones,Otro
2518,Decreto Reglamentario,Otro
10831,R.,Otro
9920,ANTECEDENTES I.,Otro
4193,C. Acuerdo,Otro
10796,Órgano de Gobierno,Otro
7270,San Ángel y Grupo TVI,Organización
6347,IMPACTO TELECOMUNICACIONES,Otro
5389,Cuando,Otro
10146,XHRCG-TV,Otro
3137,Fuente,Otro
4760,Número de Accesos,Otro
2117,Comité Directivo,Otro
1731,Emiliano Zapata,Otro
1541,Presupuesto para el Ejercicio Fiscal,Otro
8097,Guadalajara,Otro
10904,Calderitas,Otro
1759,Telmex y Telnor,Organización
1463,Agentes Económicos,Otro
10396,Autorización,Otro
2276,Considerando Cuarto,Otro
9940,Televisora de Mexicali Sadecv,Organización
3380,Lumenet Comunicaciones Srldecv,Organización
2816,Suprema Corte de Justicia de la Nación,Otro
2626,Federal de Telecomunicaciones,Otro
11025,León,Otro
5340,Inmarsat,Otro
4531,Tarifa,Otro
2790,San Andrés Coru y El,Organización
2167,José de Jesús Partida Villanueva,Otro
1949,Concesionario Solicitante,Otro
5821,Solicitud La C. Manuel,Otro
2658,Procuraduría Federal de la Federación,Organización
1681,Guía Electrónica de Programación las Señales Radiodifundidas,Organización
2500,Telecommunications Act,Otro
10573,Hermovisión Srldecv CUARTO,Organización
4459,Reglas,Otro
2184,Pleno de la Suprema Corte de Justicia de la Nación,Otro
8281,GABRIEL BUTRÓN CHIAPA,Otro
7772,DGTIC,Otro
10398,Disposiciones,Otro
7472,Comunicaciones,Otro
2396,Considerando Sexto,Otro
10442,Resolutivos PRIMERO,Otro
4505,CNST,Otro
9515,MUNICIPIO DE POZA RICA DE HIDALGO,Otro
1656,Título de Concesión,Otro
10677,Logotipo,Otro
8235,Tlanalapa,Otro
2129,Cablemás Telecomunicaciones,Otro
7887,Cable Sistema de el Centro Sadecv,Organización
10401,AT & T Opco Une Mex,Otro
2110,Consejo de Administración de TVI,Otro
1487,Municipio de Altamira,Otro
7977,Tomendán,Otro
2511,Communications Act,Otro
2793,Municipios de Guadalajara,Otro
11169,ANTECEDENTES Otorgamiento de la Concesión,Otro
7909,San Ángel Zurumucapio,Otro
2794,El Salto,Otro
2575,Centros de Atención,Otro
11243,Acuerdo,Otro
5421,Inc.,Otro
10367,Consideraciones de el Instituto Los,Organización
9320,Materia Administrativa Especializado,Otro
1476,Resolutivo Primero,Otro
2798,Tequila y San Ignacio Cerro Gordo,Organización
10816,Trigésimo Primero de los Lineamientos,Otro
10358,Consideraciones,Otro
1638,Considerando Tercero,Otro
1825,Convenio Axtel,Otro
2310,Comisión Federal de Competencia,Organización
